Question_Index,Query,Method,Pearson,Spearman,NDCG,KendallTau
16,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,BetaShap (U)100,0.7610797533352649,0.7818181818181817,0.8651426168439174,0.6
16,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,TMC100,0.9109291183603423,0.9151515151515152,1.0000000000000002,0.8222222222222221
16,Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,LOO,0.5052616849086846,0.34545454545454546,0.9178550948950602,0.24444444444444444
17,What is measured through the NOMe-Seq methodology?,ContextCite32,0.9928212814186392,0.4787878787878787,0.9867732903745997,0.3333333333333333
17,What is measured through the NOMe-Seq methodology?,WSS32,0.9928453258258868,0.4787878787878787,0.9867732903745997,0.3333333333333333
17,What is measured through the NOMe-Seq methodology?,BetaShap (U)32,0.8529993835517867,0.8787878787878788,0.9970936358959698,0.7777777777777777
17,What is measured through the NOMe-Seq methodology?,TMC32,0.9369703464554252,0.8909090909090909,1.0,0.7777777777777777
17,What is measured through the NOMe-Seq methodology?,ContextCite64,0.9940804838844542,0.5757575757575757,1.0,0.4222222222222222
17,What is measured through the NOMe-Seq methodology?,WSS64,0.9936151639775654,0.6121212121212121,1.0,0.4222222222222222
17,What is measured through the NOMe-Seq methodology?,BetaShap (U)64,0.9085232963965285,0.8181818181818182,0.9970936358959698,0.6888888888888888
17,What is measured through the NOMe-Seq methodology?,TMC64,0.9895733468060021,0.7454545454545454,0.9970936358959698,0.6
17,What is measured through the NOMe-Seq methodology?,ContextCite100,0.9956832822528573,0.6848484848484848,1.0,0.5555555555555555
17,What is measured through the NOMe-Seq methodology?,WSS100,0.994841751208752,0.6848484848484848,1.0,0.5555555555555555
17,What is measured through the NOMe-Seq methodology?,BetaShap (U)100,0.9496354830251377,0.8060606060606059,0.9970936358959698,0.6888888888888888
17,What is measured through the NOMe-Seq methodology?,TMC100,0.9901251021375658,0.9151515151515152,1.0,0.8222222222222221
17,What is measured through the NOMe-Seq methodology?,LOO,0.9812546312522987,0.4545454545454545,0.9027830553512137,0.3333333333333333
18,What is known about the Digit Ratio (2D:4D) cancer?,ContextCite32,0.9899261200681699,0.9757575757575757,0.995830542217149,0.911111111111111
18,What is known about the Digit Ratio (2D:4D) cancer?,WSS32,0.990224429654956,0.9757575757575757,0.995830542217149,0.911111111111111
18,What is known about the Digit Ratio (2D:4D) cancer?,BetaShap (U)32,0.8646359475496866,0.8909090909090909,1.0000000000000002,0.7777777777777777
18,What is known about the Digit Ratio (2D:4D) cancer?,TMC32,0.9648894744602197,0.9515151515151514,0.9990207260015138,0.8222222222222221
18,What is known about the Digit Ratio (2D:4D) cancer?,ContextCite64,0.9930596065006672,0.9515151515151514,0.9990207260015138,0.8666666666666666
18,What is known about the Digit Ratio (2D:4D) cancer?,WSS64,0.9923217858728551,0.9515151515151514,0.9990207260015138,0.8666666666666666
18,What is known about the Digit Ratio (2D:4D) cancer?,BetaShap (U)64,0.9109216507913489,0.7939393939393938,0.9561496049839094,0.6
18,What is known about the Digit Ratio (2D:4D) cancer?,TMC64,0.9822497042395611,0.9515151515151514,0.9911115758577813,0.8666666666666666
18,What is known about the Digit Ratio (2D:4D) cancer?,ContextCite100,0.9903243590406922,0.9757575757575757,0.9990207260015138,0.911111111111111
18,What is known about the Digit Ratio (2D:4D) cancer?,WSS100,0.9877168899784187,0.9757575757575757,0.9990207260015138,0.911111111111111
18,What is known about the Digit Ratio (2D:4D) cancer?,BetaShap (U)100,0.9288777243258856,0.8787878787878788,0.9561496049839094,0.6888888888888888
18,What is known about the Digit Ratio (2D:4D) cancer?,TMC100,0.9935048581060002,0.9878787878787878,0.9990207260015138,0.9555555555555554
18,What is known about the Digit Ratio (2D:4D) cancer?,LOO,0.9590262754792696,0.8545454545454544,1.0000000000000002,0.7333333333333333
19,How does Rif1 regulate DNA replication?,ContextCite32,0.9950976010281055,0.6969696969696969,0.9820449985271043,0.5111111111111111
19,How does Rif1 regulate DNA replication?,WSS32,0.995145953138798,0.6969696969696969,0.9820449985271043,0.5111111111111111
19,How does Rif1 regulate DNA replication?,BetaShap (U)32,0.9902490393647503,0.49090909090909085,0.9829134080566496,0.37777777777777777
19,How does Rif1 regulate DNA replication?,TMC32,0.9942012455804679,0.6848484848484848,1.0,0.5555555555555555
19,How does Rif1 regulate DNA replication?,ContextCite64,0.9969898931212068,0.7939393939393938,0.9820449985271043,0.6888888888888888
19,How does Rif1 regulate DNA replication?,WSS64,0.9970425334737315,0.7575757575757575,0.9820449985271043,0.6444444444444444
19,How does Rif1 regulate DNA replication?,BetaShap (U)64,0.9936068581978071,0.7939393939393938,0.9829134080566496,0.6
19,How does Rif1 regulate DNA replication?,TMC64,0.9982779859393554,0.7696969696969697,0.9829134080566496,0.6444444444444444
19,How does Rif1 regulate DNA replication?,ContextCite100,0.9973501267553969,0.8303030303030302,0.9820449985271043,0.6888888888888888
19,How does Rif1 regulate DNA replication?,WSS100,0.9974285180205891,0.8181818181818182,0.9820449985271043,0.6888888888888888
19,How does Rif1 regulate DNA replication?,BetaShap (U)100,0.9947051904350467,0.8424242424242423,0.9829134080566496,0.6444444444444444
19,How does Rif1 regulate DNA replication?,TMC100,0.9989377237118667,0.8666666666666665,1.0,0.6888888888888888
19,How does Rif1 regulate DNA replication?,LOO,0.998416099638157,0.7454545454545454,0.9864647370675597,0.5555555555555555
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,ContextCite32,0.987322953699862,0.9393939393939393,0.9940638377090085,0.8222222222222221
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,WSS32,0.9873518545314253,0.9393939393939393,0.9940638377090085,0.8222222222222221
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,BetaShap (U)32,0.793173495318137,0.6242424242424242,0.9940638377090085,0.5555555555555555
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,TMC32,0.963092066589385,0.8303030303030302,0.9940638377090085,0.6888888888888888
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,ContextCite64,0.9895541907136619,0.9636363636363635,0.9940638377090085,0.8666666666666666
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,WSS64,0.9897204557950106,0.9757575757575757,0.9940638377090085,0.911111111111111
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,BetaShap (U)64,0.8339663283770399,0.7454545454545454,0.979763137242318,0.6
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,TMC64,0.9828948214823111,0.9636363636363635,1.0000000000000002,0.8666666666666666
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,ContextCite100,0.9944388602589476,0.9636363636363635,0.9940638377090085,0.8666666666666666
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,WSS100,0.9959071065527595,0.9636363636363635,0.9940638377090085,0.8666666666666666
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,BetaShap (U)100,0.8881504970408653,0.7939393939393938,0.9177374473967067,0.6
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,TMC100,0.9823913908134061,0.9272727272727272,0.979763137242318,0.8222222222222221
20,Summarize the function of DEAH helicase DHX36 and its role in G-quadruplex-dependent processes.,LOO,0.9839925704320431,0.9515151515151514,1.0000000000000002,0.8666666666666666
21,What is the Drosophila melanogaster Groucho protein?,ContextCite32,0.9858192008670484,0.709090909090909,1.0,0.5555555555555555
21,What is the Drosophila melanogaster Groucho protein?,WSS32,0.9858238179370762,0.709090909090909,1.0,0.5555555555555555
21,What is the Drosophila melanogaster Groucho protein?,BetaShap (U)32,0.9566680729139306,0.7818181818181817,0.962204416050665,0.6888888888888888
21,What is the Drosophila melanogaster Groucho protein?,TMC32,0.9643732400926045,0.8424242424242423,0.962204416050665,0.7333333333333333
21,What is the Drosophila melanogaster Groucho protein?,ContextCite64,0.996457988219581,0.9151515151515152,1.0,0.7777777777777777
21,What is the Drosophila melanogaster Groucho protein?,WSS64,0.9977086798278665,0.9393939393939393,1.0,0.8222222222222221
21,What is the Drosophila melanogaster Groucho protein?,BetaShap (U)64,0.9525594882368417,0.8666666666666665,1.0,0.7777777777777777
21,What is the Drosophila melanogaster Groucho protein?,TMC64,0.9856293128060503,0.8303030303030302,1.0,0.7333333333333333
21,What is the Drosophila melanogaster Groucho protein?,ContextCite100,0.9932098728404133,0.9272727272727272,1.0,0.8222222222222221
21,What is the Drosophila melanogaster Groucho protein?,WSS100,0.9948441021907057,0.9757575757575757,1.0,0.911111111111111
21,What is the Drosophila melanogaster Groucho protein?,BetaShap (U)100,0.9341712634030599,0.7212121212121211,0.9927169003716328,0.6
21,What is the Drosophila melanogaster Groucho protein?,TMC100,0.9956667103010456,0.8787878787878788,1.0,0.7777777777777777
21,What is the Drosophila melanogaster Groucho protein?,LOO,0.9663773832589729,0.7333333333333332,1.0,0.6888888888888888
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,ContextCite32,0.9967147062055322,0.7333333333333332,1.0,0.6
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,WSS32,0.996721483486028,0.7333333333333332,1.0,0.6
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,BetaShap (U)32,0.9953318763878068,0.7333333333333332,1.0,0.6444444444444444
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,TMC32,0.9957683012374695,0.7696969696969697,1.0,0.6888888888888888
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,ContextCite64,0.9991418738815195,0.8181818181818182,1.0,0.6888888888888888
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,WSS64,0.9991975747683709,0.8181818181818182,1.0,0.6888888888888888
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,BetaShap (U)64,0.9848112316389008,0.9272727272727272,1.0,0.8666666666666666
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,TMC64,0.9978396104444424,0.9030303030303028,1.0,0.8222222222222221
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,ContextCite100,0.999742885822269,0.9151515151515152,1.0,0.8222222222222221
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,WSS100,0.9998502375908377,0.9393939393939393,1.0,0.8666666666666666
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,BetaShap (U)100,0.9739964599349685,0.9636363636363635,1.0,0.911111111111111
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,TMC100,0.9988768058753922,0.9636363636363635,1.0,0.911111111111111
22,Please list the drugs associated with Drug-Induced Hypophosphatemia.,LOO,0.9975017648024824,0.6848484848484848,1.0,0.5555555555555555
23,Is H4K20 methylation associated with DNA replication?,ContextCite32,0.9773688227576279,0.6363636363636362,0.9917111719399937,0.4666666666666666
23,Is H4K20 methylation associated with DNA replication?,WSS32,0.9773240019237375,0.6727272727272726,0.9917111719399937,0.5111111111111111
23,Is H4K20 methylation associated with DNA replication?,BetaShap (U)32,0.6445267428966128,0.29696969696969694,0.90771203083802,0.19999999999999998
23,Is H4K20 methylation associated with DNA replication?,TMC32,0.9148830435606857,0.2727272727272727,0.953077301911428,0.19999999999999998
23,Is H4K20 methylation associated with DNA replication?,ContextCite64,0.9898307992389198,0.9636363636363635,0.9996696029045754,0.8666666666666666
23,Is H4K20 methylation associated with DNA replication?,WSS64,0.9872064276310994,0.9636363636363635,0.9996696029045754,0.8666666666666666
23,Is H4K20 methylation associated with DNA replication?,BetaShap (U)64,0.6093457573556675,0.2121212121212121,0.90771203083802,0.15555555555555553
23,Is H4K20 methylation associated with DNA replication?,TMC64,0.9430561329013244,0.4787878787878787,0.9815182816660609,0.3333333333333333
23,Is H4K20 methylation associated with DNA replication?,ContextCite100,0.9923103672192555,0.9636363636363635,0.9996696029045754,0.8666666666666666
23,Is H4K20 methylation associated with DNA replication?,WSS100,0.9928105411194259,0.9636363636363635,0.9996696029045754,0.8666666666666666
23,Is H4K20 methylation associated with DNA replication?,BetaShap (U)100,0.5096527140278888,0.13939393939393938,0.90771203083802,0.1111111111111111
23,Is H4K20 methylation associated with DNA replication?,TMC100,0.9677673603782462,0.5515151515151515,0.9815182816660609,0.37777777777777777
23,Is H4K20 methylation associated with DNA replication?,LOO,0.9815259326266645,0.7939393939393938,1.0,0.6444444444444444
24,Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?,ContextCite32,0.9247489482067206,0.6848484848484848,0.9944936551839298,0.5555555555555555
24,Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?,WSS32,0.9255264107012203,0.6848484848484848,0.9944936551839298,0.5555555555555555
24,Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?,BetaShap (U)32,0.8490487164056773,0.34545454545454546,0.8580683281149555,0.3333333333333333
24,Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?,TMC32,0.8709646737723253,0.5636363636363636,0.8580683281149555,0.5111111111111111
24,Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?,ContextCite64,0.9649533116216659,0.6606060606060605,1.0,0.5555555555555555
24,Between which types of DNA bases are mutational biases introduced due to directional mutation pressure?,WSS64,0.9682308229021277,0.6606060606060605,1.0,0.5555555555555555
